,Record ID,SchoolName,City,State,Borough,ZipCode,LastInspection,Permittee,InspectionDate,PTET,Site Type,Level,Code,ViolationDescription,LATITUDE,LONGITUDE,COUNCILDISTRICT,BIN,Address,2021-2022 Segment Enrollment,Public Status
935,40541768,"P.S. K753 SCHOOL FOR CAREER DEVELOPMENT, LYFE [BABIES], W. H. MAXWELL CAREER AND TECHNICAL EDUCATION",Brooklyn,NY,Brooklyn,11207.0,2/3/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/24/2021,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.67412808,-73.89643036,37,3083660.0,145 PENNSYLVANIA AVENUE,260855,Public
936,41005402,RABBINICAL SEMINARY OF AMERICA,Flushing,NY,Queens,11367.0,3/13/2023,RABBINICAL SEMINARY OF AMERICA,6/16/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,09A,Canned food product observed dented and not segregated from other consumable food items.,40.72321356,-73.81769456,24,4144493.0,76-01 147 STREET,39686,Private
937,40541830,P.S. 452,NEW YORK,NY,Manhattan,10023.0,10/4/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,2/4/2022,2530,FSE (Public School Cafeteria),,,,40.77191806,-73.98732761,6,1030320.0,210 WEST 61 STREET`,152463,Public
938,40756918,YESHIVA & MESIVTA VISNITZ OF USA,Brooklyn,NY,Brooklyn,11219.0,2/14/2023,MESIVTA WIZNITZ YESHIVA,5/12/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.63457855,-73.99439748,44,3138058.0,1231 51 STREET,116725,Private
939,40542893,HERBERT H. LEHMAN HIGH SCHOOL,Bronx,NY,Bronx,10461.0,12/2/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,3/18/2022,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.84069571,-73.8385429,13,2074045.0,3000 EAST TREMONT AVENUE,168582,Public
940,41524517,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,New York,NY,Manhattan,10004.0,3/6/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/11/2022,2530,FSE (Public School Cafeteria),,,,40.69120716,-74.02024037,1,1086340.0,550 SHORT AVENUE,152463,Public
941,41204697,BNOS SPINKA SCHOOL,Brooklyn,NY,Brooklyn,11206.0,1/19/2023,SPINKA BNOS,2/24/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),AV,22G,Sale or use of certain expanded polystyrene items restricted,40.69991496,-73.95548553,33,3335371.0,127 WALLABOUT STREET,116725,Private
942,50114872,CARDINAL HAYES HIGH SCHOOL,Bronx,NY,Bronx,10451.0,11/21/2022,NR CAFETERIA SERVICES INC,12/10/2021,2529,FSE (Private School Cafeteria - For Profit),C,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",40.82081192,-73.92612072,17,2002452.0,650 GRAND CONCOURSE,23954,Private
943,40541138,"P.S. 030 HERNANDEZ/HUGHES, HARLEM SUCCESS ACADEMY 2 CHARTER SCHOOL, P.S. 138",NEW YORK,NY,Manhattan,,2/15/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/16/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.80574028,-73.93532255,9,,144-176 EAST 128 STREET,152463,Public
944,40798577,GUARDIAN ANGEL SCHOOL,New York,NY,Manhattan,10011.0,9/23/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,1/27/2021,2531,FSE (Private School Cafeteria),,,,40.74671079,-74.00489019,3,1012312.0,193 10 AVENUE,49856,Private
945,40542135,P.S. 373 - BROOKLYN TRANSITION CENTER,Brooklyn,NY,Brooklyn,11206.0,12/6/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,2/26/2021,2530,FSE (Public School Cafeteria),,,,40.69886193,-73.94504211,36,3048352.0,185 ELLERY STREET,260855,Public
946,50082757,PS 376,OAKLAND GARDENS,NY,Queens,11364.0,2/8/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/26/2021,2530,FSE (Public School Cafeteria),,,,40.7549486,-73.77030546,19,4596229.0,21021 48TH AVE,263898,Public
947,50082549,BRILLA COLLEGE PREPARATORY CHARTER MIDDLE SCHOOL,Bronx,NY,Bronx,10451.0,9/15/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,9/15/2022,2531,FSE (Private School Cafeteria),,,,40.81529644,-73.92010083,8,2000843.0,500 COURTLANDT AVENUE,23954,Private
948,40718429,HORACE MANN UPPER SCHOOL,Bronx,NY,Bronx,10471.0,11/22/2022,FLIK INTERNATIONAL CORP,2/16/2022,2529,FSE (Private School Cafeteria - For Profit),,,,40.89255493,-73.89885208,11,2084360.0,231 WEST  246 STREET,23954,Private
949,40735693,BNOS MALKE BELZ,Brooklyn,NY,Brooklyn,11218.0,2/6/2023,BNOS JERUSALEM D'CHASIDEI BELZ,8/10/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",40.63941031,-73.97891424,39,3125932.0,600 MCDONALD AVENUE,116725,Private
950,40737415,TOMER DVORA SCHOOL,Brooklyn,NY,Brooklyn,11220.0,1/13/2023,CONGREGATION KHAL CHASIDEI SKWERE - TOMER DVORA SCHOOL,5/9/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,40.64249738,-73.99869199,38,3337205.0,4500 9 AVENUE,116725,Private
951,40542950,P.S. 038 THE PACIFIC,Brooklyn,NY,Brooklyn,11217.0,2/3/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/25/2021,2530,FSE (Public School Cafeteria),,,,40.68525697,-73.98263875,33,3001183.0,450 PACIFIC STREET,260855,Public
952,40546595,P168X @ PS 842X,Bronx,NY,Bronx,10463.0,10/27/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,1/20/2021,2530,FSE (Public School Cafeteria),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.88337749,-73.89084843,11,2015452.0,3990 HILLMAN AVENUE,168582,Public
953,40541819,"P.S. 233 LANGSTON HUGHES, NEW AMERICAN ACADEMY CHARTER SCHOOL",Brooklyn,NY,Brooklyn,11236.0,8/5/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,2/18/2022,2530,FSE (Public School Cafeteria),,,,40.65101511,-73.91402051,42,3104990.0,9301 AVENUE B,260855,Public
954,40541138,"P.S. 030 HERNANDEZ/HUGHES, HARLEM SUCCESS ACADEMY 2 CHARTER SCHOOL, P.S. 138",NEW YORK,NY,Manhattan,,2/15/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/15/2023,2530,FSE (Public School Cafeteria),G,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",40.80574028,-73.93532255,9,,144-176 EAST 128 STREET,152463,Public
955,40867736,FLATBUSH S.D.A. SCHOOL,Brooklyn,NY,Brooklyn,11203.0,1/13/2023,FLATBUSH SEVENTH-DAY ADVENTIST SCHOOL,1/13/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.65058462,-73.92231336,45,3104157.0,5810 SNYDER AVENUE,116725,Private
956,40543530,P.S. 016 WAKEFIELD,Bronx,NY,Bronx,10470.0,12/12/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,3/29/2022,2530,FSE (Public School Cafeteria),,,,40.90219938,-73.85482712,11,2070894.0,4550 CARPENTER AVENUE,168582,Public
957,50015945,ALL CITY LEADERSHIP SECONDARY SCHOOL,Brooklyn,NY,Brooklyn,11237.0,2/14/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/12/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.69736279,-73.91317072,37,3413715.0,321 PALMETTO STREET,260855,Public
958,40936002,UNITED TALMUDICAL ACADEMY,Brooklyn,NY,Brooklyn,11219.0,3/20/2023,U.T.A. MESIFTA VAYOEL MOSHE,2/28/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,40.63956321,-73.9996577,38,3137573.0,960 49 STREET,116725,Private
959,40543712,"P.S. 110 THEODORE SCHOENFELD, MOTT HALL III",Bronx,NY,Bronx,10456.0,9/29/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,9/16/2022,2530,FSE (Public School Cafeteria),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.83527955,-73.90075002,16,2009718.0,580 CROTONA PARK SOUTH,168582,Public
960,50018310,"THE RIVERVIEW SCHOOL @ Q290, P.S. 290",RIDGEWOOD,NY,Queens,11385.0,11/10/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,3/31/2022,2530,FSE (Public School Cafeteria),,,,40.71301518,-73.90830583,30,4080234.0,5520 METROPOLITAN AVE,263898,Public
961,50129693,ST. THOMAS CHOIR SCHOOL,New York,NY,Manhattan,10019.0,12/21/2022,FLIK INTERNATIONAL CORP,10/26/2022,2529,FSE (Private School Cafeteria - For Profit),AV,18-01,"Current valid permit, registration or other authorization to operate a Food Service Establishment (FSE) or Non-retail Food Processing Establishment (NRFP) not available.",40.76634515,-73.97993165,4,1024905.0,202 WEST   58 STREET,49856,Private
962,40541486,P.S. 089 ELMHURST,ELMHURST,NY,Queens,11373.0,1/19/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/5/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.74591551,-73.88020434,25,4037370.0,8528 BRITTON AVENUE,263898,Public
963,40543569,P.S. 086 KINGSBRIDGE HEIGHTS,Bronx,NY,Bronx,10468.0,3/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/13/2023,2530,FSE (Public School Cafeteria),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.86982851,-73.89873854,11,2100971.0,2756 RESERVOIR AVENUE,168582,Public
964,40542698,"I.S. 096 SETH LOW, SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST",Brooklyn,NY,Brooklyn,11204.0,10/6/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,10/6/2022,2530,FSE (Public School Cafeteria),G,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",40.6075333,-73.98466145,44,3174076.0,99 AVENUE P,260855,Public
965,40541022,P.S. 013 CLEMENT C. MOORE,ELMHURST,NY,Queens,11373.0,12/8/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,12/8/2022,2530,FSE (Public School Cafeteria),C,04M,Live roaches in facility's food or non-food area.,40.73760527,-73.86850974,25,4437297.0,5501 94 STREET,263898,Public
966,41442457,ST. BENEDICT SCHOOL,Bronx,NY,Bronx,10465.0,1/11/2023,ARCHDIOCESE OF NEW YORK,5/14/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),,,,40.83215976,-73.82554008,13,2076457.0,1016 EDISON AVENUE,23954,Private
967,40541470,"P.S. 125 RALPH BUNCHE, KIPP STAR COLLEGE PREP CHARTER, COLUMBIA SECONDARY SCHOOL",New York,NY,Manhattan,10027.0,2/13/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/13/2023,2530,FSE (Public School Cafeteria),G,08B,"Garbage receptacle not pest or water resistant, with tight-fitting lids, and covered except while in active use. Garbage receptacle and cover not cleaned after emptying and prior to reuse. Garbage, refuse and other solid and liquid waste not collected, stored, removed and disposed of so as to prevent a nuisance.",40.8104246,-73.95580871,7,1059526.0,425 WEST  123 STREET,152463,Public
968,40542555,I.S. 340,Brooklyn,NY,Brooklyn,11238.0,2/8/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,1/12/2022,2530,FSE (Public School Cafeteria),C,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.6760869,-73.97038,35,3029060.0,227 STERLING PLACE,260855,Public
969,41089859,HARLEM CHILDREN'S ZONE CHARTER SCHOOL,New York,NY,Manhattan,10035.0,12/13/2022,HARLEM CHILDREN'S ZONE INC.,4/26/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.80592759,-73.94109551,9,1087811.0,35 EAST  125 STREET,49856,Private
970,50000552,GREAT OAKS CHARTER SCHOOL,New York,NY,Manhattan,10002.0,12/13/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,4/6/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.71966095,-73.99185781,1,1087549.0,38 DELANCEY STREET,152463,Public
971,40519569,MOUNT ST. MICHAEL ACADEMY,Bronx,NY,Bronx,10466.0,1/3/2023,MT. SAINT MICHAEL ACADEMY,4/28/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.89764904,-73.84261448,12,2087387.0,4300 MURDOCK AVENUE,23954,Private
972,40547702,J.H.S. 157 STEPHEN A. HALSEY,REGO PARK,NY,Queens,11374.0,2/2/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/2/2023,2530,FSE (Public School Cafeteria),,,,40.73228186,-73.85382401,29,4442846.0,6355 102 STREET,263898,Public
973,50074417,YESHIVA CH'SAN SOFER,Brooklyn,NY,Brooklyn,11204.0,2/13/2023,YESHIVA CH'SAN SOFER INC,3/22/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",40.62946663,-73.98290551,44,3129034.0,1705 49 STREET,116725,Private
974,50098361,YESHIVA OF FAR ROCKAWAY,Far Rockaway,NY,Queens,11691.0,11/28/2022,Y & Y CATERERS INC,11/28/2022,2529,FSE (Private School Cafeteria - For Profit),G,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,40.60020984,-73.74372024,31,4298658.0,802 HICKSVILLE ROAD,39686,Private
975,41283669,P.S. Q023 @ QUEENS CHILDREN CENTER,QUEENS VILLAGE,NY,Queens,11427.0,12/14/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,6/2/2022,2530,FSE (Public School Cafeteria),,,,40.73835732,-73.73387314,23,4165628.0,8009 WINCHESTER BOULEVARD,263898,Public
976,50043025,YESHIVA TIFERES YISROEL,Brooklyn,NY,Brooklyn,11210.0,1/11/2023,YESHIVA TIFERES YISROEL,5/6/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140º F to 70º F or less within 2  hours, and from 70º F to 41º F or less within 4 additional hours.",40.62322497,-73.94135464,45,3208963.0,1271 EAST   35 STREET,116725,Private
977,50036724,BROOKLYN PROSPECT CHARTER SCHOOL,Brooklyn,NY,Brooklyn,11201.0,1/5/2023,Brooklyn Prospect Charter School,6/2/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04A,Food Protection Certificate not held by supervisor of food operations.,40.69215499,-73.98561553,33,3000412.0,80 WILLOUGHBY STREET,116725,Private
978,40543701,P.S. 062 INOCENSIO CASANOVA,Bronx,NY,Bronx,10455.0,1/24/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/28/2021,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.81402414,-73.90060843,8,2005089.0,660 FOX STREET,168582,Public
979,50096377,ST. EDMUND PREP SCHOOL,Brooklyn,NY,Brooklyn,11229.0,1/19/2023,SLA MANAGEMENT LLC,1/19/2023,2529,FSE (Private School Cafeteria - For Profit),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.60104097,-73.95173455,48,3336574.0,2474 OCEAN AVENUE,116725,Private
980,40543686,"BRONX LATIN, DR. RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL, BRONX CAREER AND COLLEGE PREPA",Bronx,NY,Bronx,10456.0,9/14/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,8/4/2021,2530,FSE (Public School Cafeteria),,,,40.82773644,-73.90010367,16,2004868.0,800 HOME STREET,168582,Public
981,40541814,P.S. 230 DORIS L. COHEN,Brooklyn,NY,Brooklyn,11218.0,11/16/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,1/11/2022,2530,FSE (Public School Cafeteria),,,,40.64500999,-73.98076105,39,3124109.0,1 ALBEMARLE ROAD,260855,Public
982,40541770,"P.S. 373 - BROOKLYN TRANSITION CENTER, COBBLE HILL SCHOOL OF AMERICAN STUDIES",Brooklyn,NY,Brooklyn,11201.0,3/20/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/20/2023,2530,FSE (Public School Cafeteria),,,,40.68451684,-73.99099317,33,3006356.0,347 BALTIC STREET,260855,Public
983,50010177,TALMUD TORAH DNITRA,Brooklyn,NY,Brooklyn,11205.0,1/10/2023,Talmud Torah Dnitra,6/22/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.68966311,-73.95515345,36,3049709.0,1005 BEDFORD AVENUE,116725,Private
984,40542818,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA, P.S. K369  - COY L. COX SCHOOL, BRO",Brooklyn,NY,Brooklyn,11205.0,3/14/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/14/2023,2530,FSE (Public School Cafeteria),AV,28-03,"Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.",40.69263432,-73.95879356,33,3055165.0,300 WILLOUGHBY AVENUE,260855,Public
985,40540589,P.S. 045 JOHN TYLER,,NY,Staten Island,10310.0,12/15/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,4/7/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.62855043,-74.10714805,49,5007417.0,58 LAWRENCE AVENUE,61797,Public
986,41448353,THE RIVERVIEW SCHOOL,ELMHURST,NY,Queens,11373.0,10/17/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,3/3/2021,2530,FSE (Public School Cafeteria),,,,40.7427167,-73.87652194,25,4439251.0,8911 43 AVENUE,263898,Public
987,41532860,LEXINGTON SCHOOL FOR THE DEAF,EAST ELMHURST,NY,Queens,11370.0,2/1/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,7/9/2021,2531,FSE (Private School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.76175458,-73.8931386,22,4437060.0,2626 75 STREET,39686,Private
988,40540735,"P.S. 156 LAURELTON, QUEENS UNITED MIDDLE SCHOOL",SPRINGFIELD GARDENS,NY,Queens,11413.0,10/11/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,12/4/2020,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.67306094,-73.74317246,31,4283015.0,22902 137 AVENUE,263898,Public
989,40735287,SINAI ACADEMY YESHIVA H.S,Brooklyn,NY,Brooklyn,11214.0,2/14/2023,SINAI ACADEMIC CENTER,2/14/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04L,Evidence of mice or live mice in establishment's food or non-food areas.,40.60813799,-73.9934237,47,3162328.0,2025 79 STREET,116725,Private
990,40542960,"P.S. 044 MARCUS GARVEY, UNITY PREPARATORY CHARTER SCH BKLYN",Brooklyn,NY,Brooklyn,11221.0,8/15/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,11/10/2020,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.68658516,-73.94074702,36,3051540.0,432 MONROE STREET,260855,Public
991,40542827,"P.S. 120 CARLOS TAPIA, P368K @ PS 120K",Brooklyn,NY,Brooklyn,11206.0,10/21/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,7/23/2021,2530,FSE (Public School Cafeteria),G,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,40.70060145,-73.93833981,34,3071806.0,18 BEAVER STREET,260855,Public
992,40541660,P.S. 108 CAPTAIN VINCENT G. FOWLER,SOUTH OZONE PARK,NY,Queens,11420.0,1/5/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/22/2022,2530,FSE (Public School Cafeteria),G,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,40.67957633,-73.83154712,28,4247572.0,10810 109 AVENUE,263898,Public
993,40542064,"P.S. 196 TEN EYCK, M.S. 582",Brooklyn,NY,Brooklyn,11206.0,11/7/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,11/7/2022,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.70871588,-73.94000228,34,3071024.0,207 BUSHWICK AVENUE,260855,Public
994,50016646,NEW YORK CITY MONTE6SSORI CHARTER SCHOOL,Bronx,NY,Bronx,10454.0,2/8/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,2/5/2021,2530,FSE (Public School Cafeteria),,,,40.80869382,-73.92190052,8,2101568.0,423 EAST  138 STREET,168582,Public
995,50089125,SOUTH BROOKLYN ACADEMY,Brooklyn,NY,Brooklyn,11203.0,2/1/2023,"NORTHEASTERN CONFERENCE OF S.D.A. COMMUNITY AFFAIRS, INC",11/14/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),G,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",40.65125137,-73.93518541,45,3109868.0,418 EAST   45 STREET,116725,Private
996,50000684,"SUNSET PARK HIGH SCHOOL, P.S. 371 @ SUNSET PARK H.S.",Brooklyn,NY,Brooklyn,11232.0,3/21/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/21/2023,2530,FSE (Public School Cafeteria),G,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",40.65570241,-74.00519705,38,3394175.0,153 35 STREET,260855,Public
997,50000684,"SUNSET PARK HIGH SCHOOL, P.S. 371 @ SUNSET PARK H.S.",Brooklyn,NY,Brooklyn,11232.0,3/21/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,3/21/2023,2530,FSE (Public School Cafeteria),G,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",40.65570241,-74.00519705,38,3394175.0,153 35 STREET,260855,Public
998,40541861,WEST END SECONDARY SCHOOL,New York,NY,Manhattan,10023.0,9/13/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,9/13/2022,2530,FSE (Public School Cafeteria),,,,40.77200042,-73.98747923,6,1030328.0,227 WEST   61 STREET,152463,Public
999,50040528,CANARSIE ASCEND CHARTER SCHOOL,Brooklyn,NY,Brooklyn,11236.0,1/11/2023,CANARSIE ASCEND CHARTER SCHOOL,3/15/2022,2533,FSE (Private School Cafeteria - Not-For-Profit),C,02B,Hot food item not held at or above 140º F.,40.64381827,-73.90043054,46,3326730.0,9719 FLATLANDS AVENUE,116725,Private
1000,40542094,P.S. 212 LADY DEBORAH MOODY,Brooklyn,NY,Brooklyn,11214.0,10/27/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,4/22/2021,2530,FSE (Public School Cafeteria),,,,40.58760906,-73.98594777,47,3187407.0,87 BAY   49 STREET,260855,Public
1001,40741008,BETH JACOB SCHOOL FOR GIRLS,Brooklyn,NY,Brooklyn,11230.0,2/14/2023,JACOB OF BROWNS BETH,5/26/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),C,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,40.62913033,-73.97507711,44,3127884.0,85 PARKVILLE AVENUE,116725,Private
1002,41129848,THE CHEDER,Brooklyn,NY,Brooklyn,11230.0,3/15/2023,CHEDER THE,3/15/2023,2533,FSE (Private School Cafeteria - Not-For-Profit),C,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",40.62708012,-73.97574795,44,3398191.0,129 ELMWOOD AVENUE,116725,Private
1003,50114295,YESHIVA & MESIVTA TORAS EMES KAMENITZ,Brooklyn,NY,Brooklyn,11230.0,12/5/2022,YESHIVA & MESIVTA TORAS EMES KAMENITZ,9/30/2021,2533,FSE (Private School Cafeteria - Not-For-Profit),G,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,40.61604552,-73.95557049,48,3398189.0,1904 AVENUE N,116725,Private
1004,41448344,"MOTT HALL V, P.S. X721 - STEPHEN MCSWEENEY SCHOOL, THE CINEMA SCHOOL",Bronx,NY,Bronx,10472.0,1/11/2023,NEW YORK CITY DEPARTMENT OF EDUCATION,11/20/2020,2530,FSE (Public School Cafeteria),,,,40.83140928,-73.87778408,18,2117663.0,1551 EAST  172 STREET,168582,Public
1005,40542760,"INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS, THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP, BROOKLYN SCHO",Brooklyn,NY,Brooklyn,11225.0,7/19/2022,NEW YORK CITY DEPARTMENT OF EDUCATION,8/18/2021,2530,FSE (Public School Cafeteria),G,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,40.67034226,-73.96169487,35,3029686.0,883 CLASSON AVENUE,260855,Public
